,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,Hour
437,286-01-5402,A,Lagos,Normal,Female,Sports and travel,14482.8,7,5068.9800000000005,106448.58,2019-03-30 00:00:00,2021-08-23 13:22:00,Cash,101379.6,4.761904762,5068.9800000000005,9.6,2019,3,30,13
438,803-17-8013,A,Lagos,Member,Female,Home and lifestyle,31964.4,8,12785.76,268500.96,2019-02-17 00:00:00,2021-08-23 17:09:00,Cash,255715.2,4.761904762,12785.76,4.1,2019,2,17,17
439,512-98-1403,A,Lagos,Member,Female,Electronic accessories,9532.8,3,1429.92,30028.320000000003,2019-03-21 00:00:00,2021-08-23 10:40:00,Epay,28598.4,4.761904762,1429.92,4.7,2019,3,21,10
440,848-42-2560,A,Lagos,Normal,Female,Fashion accessories,29487.6,2,2948.76,61923.96,2019-03-05 00:00:00,2021-08-23 17:43:00,Cash,58975.2,4.761904762,2948.76,7.8,2019,3,5,17
441,870-76-1733,A,Lagos,Member,Female,Food and beverages,5122.8,5,1280.7,26894.7,2019-02-01 00:00:00,2021-08-23 10:08:00,Card,25614.000000000004,4.761904762,1280.7,4.4,2019,2,1,10
442,423-64-4619,A,Lagos,Member,Female,Health and beauty,5598.0,9,2519.1,52901.1,2019-03-07 00:00:00,2021-08-23 13:12:00,Cash,50381.99999999999,4.761904762,2519.1,5.0,2019,3,7,13
443,372-94-8041,A,Lagos,Normal,Male,Health and beauty,5493.6,6,1648.0800000000002,34609.68,2019-02-15 00:00:00,2021-08-23 18:03:00,Epay,32961.6,4.761904762,1648.0800000000002,9.8,2019,2,15,18
444,563-91-7120,A,Lagos,Normal,Female,Fashion accessories,22237.2,5,5559.3,116745.3,2019-03-08 00:00:00,2021-08-23 13:21:00,Cash,111186.0,4.761904762,5559.3,6.7,2019,3,8,13
445,746-54-5508,A,Lagos,Normal,Male,Home and lifestyle,7747.2,6,2324.1600000000003,48807.36,2019-01-17 00:00:00,2021-08-23 12:48:00,Card,46483.2,4.761904762,2324.1600000000003,9.4,2019,1,17,12
446,815-11-1168,A,Lagos,Member,Male,Food and beverages,35920.8,5,8980.2,188584.2,2019-03-09 00:00:00,2021-08-23 19:09:00,Cash,179604.0,4.761904762,8980.2,5.4,2019,3,9,19
447,340-66-0321,A,Lagos,Member,Male,Electronic accessories,13089.6,4,2617.92,54976.32000000001,2019-03-25 00:00:00,2021-08-23 13:07:00,Cash,52358.4,4.761904762,2617.92,7.6,2019,3,25,13
448,634-97-8956,A,Lagos,Normal,Male,Food and beverages,11844.0,3,1776.6,37308.6,2019-02-17 00:00:00,2021-08-23 17:27:00,Card,35532.0,4.761904762,1776.6,9.1,2019,2,17,17
449,566-71-1091,A,Lagos,Normal,Male,Fashion accessories,27727.2,5,6931.799999999999,145567.80000000002,2019-02-03 00:00:00,2021-08-23 15:59:00,Cash,138636.0,4.761904762,6931.799999999999,5.5,2019,2,3,15
450,442-48-3607,A,Lagos,Member,Male,Food and beverages,8452.8,2,845.2800000000001,17750.88,2019-03-14 00:00:00,2021-08-23 11:21:00,Card,16905.6,4.761904762,845.2800000000001,7.9,2019,3,14,11
451,527-09-6272,A,Lagos,Member,Female,Electronic accessories,10242.0,5,2560.5,53770.50000000001,2019-03-21 00:00:00,2021-08-23 10:17:00,Card,51210.0,4.761904762,2560.5,9.1,2019,3,21,10
452,898-04-2717,A,Lagos,Normal,Male,Fashion accessories,27504.000000000004,9,12376.8,259912.8,2019-03-19 00:00:00,2021-08-23 15:49:00,Epay,247536.0,4.761904762,12376.8,7.5,2019,3,19,15
453,150-89-8043,A,Lagos,Normal,Male,Sports and travel,16074.0,3,2411.1,50633.100000000006,2019-02-14 00:00:00,2021-08-23 15:04:00,Cash,48221.99999999999,4.761904762,2411.1,6.2,2019,2,14,15
454,135-84-8019,A,Lagos,Normal,Female,Fashion accessories,28054.800000000003,9,12624.66,265117.86,2019-02-27 00:00:00,2021-08-23 16:10:00,Epay,252493.2,4.761904762,12624.66,7.6,2019,2,27,16
455,441-94-7118,A,Lagos,Member,Male,Electronic accessories,25902.0,1,1295.1,27197.1,2019-02-04 00:00:00,2021-08-23 12:14:00,Cash,25902.0,4.761904762,1295.1,7.3,2019,2,4,12
456,531-80-1784,A,Lagos,Normal,Male,Electronic accessories,9367.2,7,3278.5200000000004,68848.92,2019-03-28 00:00:00,2021-08-23 17:38:00,Cash,65570.4,4.761904762,3278.5200000000004,5.1,2019,3,28,17
457,834-61-8124,A,Lagos,Normal,Male,Electronic accessories,18608.4,7,6512.94,136771.74,2019-01-26 00:00:00,2021-08-23 18:22:00,Cash,130258.8,4.761904762,6512.94,5.5,2019,1,26,18
458,612-36-5536,A,Lagos,Member,Male,Food and beverages,29145.6,8,11658.24,244823.04,2019-02-17 00:00:00,2021-08-23 11:12:00,Card,233164.8,4.761904762,11658.24,7.4,2019,2,17,11
459,462-67-9126,A,Lagos,Normal,Male,Home and lifestyle,26359.2,6,7907.759999999999,166062.96,2019-01-21 00:00:00,2021-08-23 17:44:00,Cash,158155.2,4.761904762,7907.759999999999,7.2,2019,1,21,17
460,468-88-0009,A,Lagos,Member,Male,Home and lifestyle,23738.4,4,4747.679999999999,99701.28,2019-03-24 00:00:00,2021-08-23 10:29:00,Cash,94953.6,4.761904762,4747.679999999999,6.0,2019,3,24,10
461,254-31-0042,A,Lagos,Member,Male,Electronic accessories,7740.0,9,3483.0000000000005,73143.0,2019-03-06 00:00:00,2021-08-23 12:46:00,Card,69660.0,4.761904762,3483.0000000000005,7.8,2019,3,6,12
462,422-29-8786,A,Lagos,Normal,Female,Home and lifestyle,24152.4,5,6038.1,126800.1,2019-01-03 00:00:00,2021-08-23 16:47:00,Card,120762.0,4.761904762,6038.1,9.1,2019,1,3,16
463,667-23-5919,A,Lagos,Member,Female,Fashion accessories,34812.0,5,8703.0,182763.0,2019-01-14 00:00:00,2021-08-23 12:52:00,Epay,174060.0,4.761904762,8703.0,7.0,2019,1,14,12
464,289-15-7034,A,Lagos,Member,Male,Sports and travel,29638.8,4,5927.759999999999,124482.96,2019-01-11 00:00:00,2021-08-23 10:37:00,Card,118555.2,4.761904762,5927.759999999999,7.5,2019,1,11,10
465,662-72-2873,A,Lagos,Normal,Female,Food and beverages,14738.4,5,3684.6,77376.6,2019-01-06 00:00:00,2021-08-23 13:58:00,Epay,73692.0,4.761904762,3684.6,9.9,2019,1,6,13
466,725-56-0833,A,Lagos,Normal,Female,Health and beauty,11635.2,10,5817.6,122169.6,2019-02-20 00:00:00,2021-08-23 16:49:00,Card,116352.0,4.761904762,5817.6,10.0,2019,2,20,16
467,563-36-9814,A,Lagos,Member,Male,Electronic accessories,27655.2,1,1382.76,29037.96,2019-02-13 00:00:00,2021-08-23 18:27:00,Epay,27655.2,4.761904762,1382.76,7.2,2019,2,13,18
468,308-47-4913,A,Lagos,Member,Female,Sports and travel,18813.6,10,9406.8,197542.8,2019-03-09 00:00:00,2021-08-23 12:45:00,Card,188136.0,4.761904762,9406.8,6.2,2019,3,9,12
469,885-17-6250,A,Lagos,Normal,Female,Health and beauty,28706.4,1,1435.32,30141.72,2019-03-06 00:00:00,2021-08-23 10:36:00,Epay,28706.4,4.761904762,1435.32,7.3,2019,3,6,10
470,726-27-2396,A,Lagos,Normal,Female,Health and beauty,27900.0,5,6975.0,146475.0,2019-01-24 00:00:00,2021-08-23 20:36:00,Epay,139500.0,4.761904762,6975.0,4.3,2019,1,24,20
471,316-01-3952,A,Lagos,Normal,Female,Food and beverages,19537.2,5,4884.3,102570.3,2019-03-13 00:00:00,2021-08-23 14:16:00,Epay,97686.0,4.761904762,4884.3,4.6,2019,3,13,14
472,882-40-4577,A,Lagos,Member,Male,Sports and travel,24213.6,4,4842.72,101697.12,2019-01-19 00:00:00,2021-08-23 15:28:00,Card,96854.4,4.761904762,4842.72,8.0,2019,1,19,15
473,732-67-5346,A,Lagos,Normal,Male,Food and beverages,4964.4,5,1241.1,26063.1,2019-01-11 00:00:00,2021-08-23 19:07:00,Card,24822.0,4.761904762,1241.1,7.8,2019,1,11,19
474,256-08-8343,A,Lagos,Normal,Female,Home and lifestyle,20350.8,4,4070.16,85473.36,2019-03-04 00:00:00,2021-08-23 19:48:00,Epay,81403.2,4.761904762,4070.16,5.5,2019,3,4,19
475,132-23-6451,A,Lagos,Member,Male,Health and beauty,7549.2,5,1887.3,39633.3,2019-01-04 00:00:00,2021-08-23 13:21:00,Cash,37746.0,4.761904762,1887.3,7.8,2019,1,4,13
476,696-90-2548,A,Lagos,Normal,Male,Sports and travel,9302.4,3,1395.36,29302.56,2019-03-10 00:00:00,2021-08-23 18:55:00,Epay,27907.2,4.761904762,1395.36,6.6,2019,3,10,18
477,472-15-9636,A,Lagos,Normal,Male,Home and lifestyle,18334.8,8,7333.92,154012.31999999998,2019-03-22 00:00:00,2021-08-23 19:36:00,Epay,146678.4,4.761904762,7333.92,9.2,2019,3,22,19
478,745-71-3520,A,Lagos,Member,Female,Electronic accessories,9079.2,7,3177.72,66732.12000000001,2019-02-04 00:00:00,2021-08-23 10:23:00,Cash,63554.4,4.761904762,3177.72,8.2,2019,2,4,10
479,269-10-8440,A,Lagos,Member,Male,Health and beauty,19141.2,7,6699.42,140687.82,2019-01-21 00:00:00,2021-08-23 18:01:00,Cash,133988.4,4.761904762,6699.42,8.9,2019,1,21,18
480,325-77-6186,A,Lagos,Member,Female,Home and lifestyle,32634.000000000004,10,16317.000000000002,342657.0,2019-03-08 00:00:00,2021-08-23 10:53:00,Epay,326340.0,4.761904762,16317.000000000002,7.3,2019,3,8,10
481,459-50-7686,A,Lagos,Normal,Female,Electronic accessories,8445.6,6,2533.68,53207.28,2019-01-13 00:00:00,2021-08-23 19:14:00,Epay,50673.6,4.761904762,2533.68,6.4,2019,1,13,19
482,345-08-4992,A,Lagos,Normal,Male,Home and lifestyle,12236.4,6,3670.920000000001,77089.32,2019-03-08 00:00:00,2021-08-23 15:37:00,Card,73418.4,4.761904762,3670.920000000001,7.7,2019,3,8,15
483,138-17-5109,A,Lagos,Member,Female,Home and lifestyle,32115.6,9,14452.02,303492.42,2019-01-15 00:00:00,2021-08-23 15:42:00,Card,289040.4,4.761904762,14452.02,6.5,2019,1,15,15
484,301-11-9629,A,Lagos,Normal,Female,Sports and travel,6876.000000000001,7,2406.6,50538.6,2019-01-15 00:00:00,2021-08-23 10:43:00,Cash,48131.99999999999,4.761904762,2406.6,9.7,2019,1,15,10
485,727-17-0390,A,Lagos,Normal,Female,Food and beverages,22899.6,5,5724.9,120222.9,2019-03-16 00:00:00,2021-08-23 12:43:00,Epay,114498.0,4.761904762,5724.9,4.8,2019,3,16,12
486,568-88-3448,A,Lagos,Normal,Male,Health and beauty,9000.0,1,450.0,9450.0,2019-03-03 00:00:00,2021-08-23 15:09:00,Epay,9000.0,4.761904762,450.0,5.5,2019,3,3,15
487,187-83-5490,A,Lagos,Member,Male,Electronic accessories,7477.2,4,1495.44,31404.24,2019-01-31 00:00:00,2021-08-23 13:47:00,Cash,29908.8,4.761904762,1495.44,4.7,2019,1,31,13
488,470-32-9057,A,Lagos,Member,Male,Food and beverages,18482.4,5,4620.6,97032.6,2019-03-28 00:00:00,2021-08-23 15:31:00,Card,92412.0,4.761904762,4620.6,9.1,2019,3,28,15
489,340-21-9136,A,Lagos,Member,Female,Sports and travel,14417.999999999998,4,2883.6,60555.600000000006,2019-01-25 00:00:00,2021-08-23 11:40:00,Cash,57671.99999999999,4.761904762,2883.6,9.7,2019,1,25,11
490,405-31-3305,A,Lagos,Member,Male,Fashion accessories,15526.8,10,7763.400000000001,163031.4,2019-02-02 00:00:00,2021-08-23 18:31:00,Card,155268.0,4.761904762,7763.400000000001,5.5,2019,2,2,18
491,676-39-6028,A,Lagos,Member,Female,Electronic accessories,23198.4,5,5799.599999999999,121791.6,2019-03-30 00:00:00,2021-08-23 17:04:00,Cash,115992.0,4.761904762,5799.599999999999,6.6,2019,3,30,17
492,502-05-1910,A,Lagos,Normal,Male,Health and beauty,23464.800000000003,3,3519.7200000000003,73914.12,2019-02-25 00:00:00,2021-08-23 20:35:00,Card,70394.4,4.761904762,3519.7200000000003,6.3,2019,2,25,20
493,485-30-8700,A,Lagos,Normal,Female,Sports and travel,11973.6,5,2993.4,62861.4,2019-03-18 00:00:00,2021-08-23 16:10:00,Card,59868.00000000001,4.761904762,2993.4,4.2,2019,3,18,16
494,575-67-1508,A,Lagos,Normal,Male,Electronic accessories,13896.0,1,694.8,14590.8,2019-01-29 00:00:00,2021-08-23 11:26:00,Epay,13896.0,4.761904762,694.8,6.7,2019,1,29,11
495,674-15-9296,A,Lagos,Normal,Male,Sports and travel,13370.4,5,3342.6,70194.6,2019-01-08 00:00:00,2021-08-23 13:05:00,Epay,66852.0,4.761904762,3342.6,5.0,2019,1,8,13
496,795-49-7276,A,Lagos,Normal,Male,Fashion accessories,13374.0,4,2674.8,56170.8,2019-03-23 00:00:00,2021-08-23 18:59:00,Epay,53496.0,4.761904762,2674.8,8.3,2019,3,23,18
497,510-09-5628,A,Lagos,Member,Female,Fashion accessories,7077.6,10,3538.8,74314.8,2019-03-15 00:00:00,2021-08-23 18:20:00,Card,70776.0,4.761904762,3538.8,7.2,2019,3,15,18
498,420-18-8989,A,Lagos,Member,Female,Sports and travel,18547.2,8,7418.88,155796.48,2019-02-02 00:00:00,2021-08-23 15:47:00,Cash,148377.6,4.761904762,7418.88,9.6,2019,2,2,15
499,726-29-6793,A,Lagos,Member,Male,Electronic accessories,8704.8,8,3481.92,73120.31999999999,2019-01-28 00:00:00,2021-08-23 20:54:00,Epay,69638.4,4.761904762,3481.92,9.8,2019,1,28,20
500,209-61-0206,A,Lagos,Normal,Female,Home and lifestyle,15447.6,5,3861.9,81099.9,2019-01-05 00:00:00,2021-08-23 17:29:00,Epay,77238.0,4.761904762,3861.9,6.1,2019,1,5,17
501,595-27-4851,A,Lagos,Normal,Female,Fashion accessories,19540.8,7,6839.280000000001,143624.88,2019-01-27 00:00:00,2021-08-23 18:05:00,Epay,136785.6,4.761904762,6839.280000000001,9.3,2019,1,27,18
502,189-52-0236,A,Lagos,Normal,Male,Electronic accessories,35838.0,7,12543.3,263409.3,2019-03-14 00:00:00,2021-08-23 12:07:00,Cash,250866.0,4.761904762,12543.3,7.6,2019,3,14,12
503,220-28-1851,A,Lagos,Normal,Male,Home and lifestyle,12502.8,2,1250.2800000000002,26255.88,2019-03-01 00:00:00,2021-08-23 18:14:00,Epay,25005.6,4.761904762,1250.2800000000002,9.7,2019,3,1,18
504,609-81-8548,A,Lagos,Member,Female,Home and lifestyle,13478.4,6,4043.52,84913.92,2019-02-06 00:00:00,2021-08-23 13:55:00,Card,80870.4,4.761904762,4043.52,5.9,2019,2,6,13
505,534-01-4457,A,Lagos,Normal,Male,Food and beverages,29415.6,6,8824.68,185318.28,2019-01-27 00:00:00,2021-08-23 14:36:00,Card,176493.6,4.761904762,8824.68,8.0,2019,1,27,14
506,719-89-8991,A,Lagos,Member,Female,Sports and travel,32907.6,5,8226.9,172764.9,2019-02-25 00:00:00,2021-08-23 16:03:00,Epay,164538.0,4.761904762,8226.9,7.1,2019,2,25,16
507,827-77-7633,A,Lagos,Normal,Male,Sports and travel,35312.4,9,15890.580000000002,333702.18,2019-02-17 00:00:00,2021-08-23 19:41:00,Cash,317811.6,4.761904762,15890.580000000002,9.3,2019,2,17,19
508,287-83-1405,A,Lagos,Normal,Male,Health and beauty,9154.8,6,2746.44,57675.24,2019-02-12 00:00:00,2021-08-23 19:01:00,Epay,54928.8,4.761904762,2746.44,7.0,2019,2,12,19
509,435-13-4908,A,Lagos,Member,Male,Fashion accessories,31204.800000000003,8,12481.919999999998,262120.32,2019-01-24 00:00:00,2021-08-23 18:04:00,Card,249638.4,4.761904762,12481.919999999998,7.2,2019,1,24,18
510,892-05-6689,A,Lagos,Normal,Female,Home and lifestyle,10195.2,5,2548.8,53524.8,2019-03-11 00:00:00,2021-08-23 13:28:00,Epay,50976.0,4.761904762,2548.8,6.2,2019,3,11,13
511,643-38-7867,A,Lagos,Normal,Male,Home and lifestyle,35258.4,1,1762.92,37021.32,2019-03-07 00:00:00,2021-08-23 11:44:00,Epay,35258.4,4.761904762,1762.92,6.9,2019,3,7,11
512,308-81-0538,A,Lagos,Normal,Female,Fashion accessories,26298.0,4,5259.599999999999,110451.6,2019-02-25 00:00:00,2021-08-23 17:16:00,Card,105192.0,4.761904762,5259.599999999999,4.9,2019,2,25,17
513,460-35-4390,A,Lagos,Normal,Male,Home and lifestyle,11044.8,3,1656.72,34791.12,2019-01-22 00:00:00,2021-08-23 11:00:00,Epay,33134.4,4.761904762,1656.72,9.1,2019,1,22,11
514,647-50-1224,A,Lagos,Normal,Female,Fashion accessories,10591.2,10,5295.6,111207.6,2019-01-12 00:00:00,2021-08-23 16:23:00,Epay,105912.0,4.761904762,5295.6,8.9,2019,1,12,16
515,541-48-8554,A,Lagos,Normal,Male,Sports and travel,21942.0,9,9873.9,207351.9,2019-01-07 00:00:00,2021-08-23 12:08:00,Card,197478.0,4.761904762,9873.9,6.0,2019,1,7,12
516,213-32-1216,A,Lagos,Normal,Female,Electronic accessories,23781.6,6,7134.48,149824.08000000002,2019-01-23 00:00:00,2021-08-23 10:28:00,Cash,142689.6,4.761904762,7134.48,7.3,2019,1,23,10
517,134-75-2619,A,Lagos,Member,Male,Electronic accessories,6955.2,7,2434.32,51120.72,2019-03-25 00:00:00,2021-08-23 18:51:00,Cash,48686.4,4.761904762,2434.32,6.9,2019,3,25,18
518,712-39-0363,A,Lagos,Member,Male,Food and beverages,14997.6,6,4499.28,94484.88,2019-01-02 00:00:00,2021-08-23 15:24:00,Epay,89985.6,4.761904762,4499.28,5.6,2019,1,2,15
519,218-59-9410,A,Lagos,Member,Female,Home and lifestyle,26071.2,3,3910.68,82124.28,2019-03-29 00:00:00,2021-08-23 16:54:00,Epay,78213.59999999999,4.761904762,3910.68,8.2,2019,3,29,16
520,760-90-2357,A,Lagos,Member,Male,Electronic accessories,26823.6,6,8047.080000000001,168988.68,2019-03-20 00:00:00,2021-08-23 15:08:00,Epay,160941.6,4.761904762,8047.080000000001,5.0,2019,3,20,15
521,698-98-5964,A,Lagos,Normal,Female,Food and beverages,29235.6,10,14617.8,306973.8,2019-01-17 00:00:00,2021-08-23 13:01:00,Card,292356.0,4.761904762,14617.8,6.3,2019,1,17,13
522,651-88-7328,A,Lagos,Normal,Female,Fashion accessories,23666.4,9,10649.88,223647.48,2019-01-01 00:00:00,2021-08-23 13:55:00,Cash,212997.6,4.761904762,10649.88,7.7,2019,1,1,13
523,239-48-4278,A,Lagos,Member,Male,Food and beverages,3646.8,7,1276.38,26803.98,2019-03-10 00:00:00,2021-08-23 19:35:00,Epay,25527.6,4.761904762,1276.38,8.3,2019,3,10,19
524,550-84-8664,A,Lagos,Normal,Male,Sports and travel,30927.6,5,7731.9,162369.9,2019-03-22 00:00:00,2021-08-23 14:33:00,Card,154638.0,4.761904762,7731.9,8.6,2019,3,22,14
525,797-88-0493,A,Lagos,Normal,Female,Health and beauty,23137.2,4,4627.4400000000005,97176.24,2019-03-26 00:00:00,2021-08-23 13:54:00,Cash,92548.8,4.761904762,4627.4400000000005,7.7,2019,3,26,13
526,443-82-0585,A,Lagos,Member,Female,Health and beauty,27964.800000000003,4,5592.96,117452.16,2019-02-01 00:00:00,2021-08-23 19:54:00,Cash,111859.2,4.761904762,5592.96,8.4,2019,2,1,19
527,127-47-6963,A,Lagos,Normal,Male,Health and beauty,18615.6,4,3723.12,78185.52,2019-03-09 00:00:00,2021-08-23 13:53:00,Card,74462.4,4.761904762,3723.12,9.8,2019,3,9,13
528,278-86-2735,A,Lagos,Normal,Female,Food and beverages,18842.4,3,2826.36,59353.55999999999,2019-03-27 00:00:00,2021-08-23 14:03:00,Cash,56527.2,4.761904762,2826.36,9.2,2019,3,27,14
529,695-28-6250,A,Lagos,Normal,Female,Sports and travel,15501.6,5,3875.4,81383.4,2019-02-04 00:00:00,2021-08-23 16:38:00,Epay,77508.0,4.761904762,3875.4,7.7,2019,2,4,16
530,227-50-3718,A,Lagos,Normal,Male,Health and beauty,5263.2,5,1315.8,27631.8,2019-03-04 00:00:00,2021-08-23 12:23:00,Cash,26316.0,4.761904762,1315.8,4.4,2019,3,4,12
531,560-49-6611,A,Lagos,Member,Female,Sports and travel,16408.8,1,820.4399999999999,17229.239999999998,2019-02-07 00:00:00,2021-08-23 14:13:00,Cash,16408.8,4.761904762,820.4399999999999,9.8,2019,2,7,14
532,880-35-0356,A,Lagos,Member,Female,Sports and travel,27072.0,3,4060.8,85276.8,2019-02-05 00:00:00,2021-08-23 11:51:00,Epay,81216.0,4.761904762,4060.8,4.8,2019,2,5,11
533,152-68-2907,A,Lagos,Normal,Male,Food and beverages,18792.0,3,2818.8,59194.8,2019-02-15 00:00:00,2021-08-23 13:30:00,Card,56376.0,4.761904762,2818.8,9.5,2019,2,15,13
534,334-64-2006,A,Lagos,Member,Female,Home and lifestyle,25315.2,2,2531.52,53161.92,2019-03-24 00:00:00,2021-08-23 14:22:00,Epay,50630.4,4.761904762,2531.52,9.6,2019,3,24,14
535,559-98-9873,A,Lagos,Member,Female,Fashion accessories,19314.0,7,6759.9,141957.9,2019-02-10 00:00:00,2021-08-23 12:56:00,Epay,135198.0,4.761904762,6759.9,5.2,2019,2,10,12
536,318-12-0304,A,Lagos,Normal,Male,Fashion accessories,11019.6,1,550.98,11570.580000000002,2019-01-23 00:00:00,2021-08-23 12:20:00,Epay,11019.6,4.761904762,550.98,5.2,2019,1,23,12
537,421-95-9805,A,Lagos,Normal,Female,Electronic accessories,10425.6,1,521.2800000000001,10946.88,2019-02-07 00:00:00,2021-08-23 10:18:00,Card,10425.6,4.761904762,521.2800000000001,6.2,2019,2,7,10
538,443-59-0061,A,Lagos,Member,Male,Food and beverages,24282.0,10,12141.0,254961.0,2019-02-03 00:00:00,2021-08-23 11:25:00,Epay,242820.0,4.761904762,12141.0,4.2,2019,2,3,11
539,509-29-3912,A,Lagos,Member,Female,Sports and travel,13939.2,9,6272.639999999999,131725.44,2019-03-20 00:00:00,2021-08-23 12:24:00,Epay,125452.8,4.761904762,6272.639999999999,4.2,2019,3,20,12
540,828-46-6863,A,Lagos,Member,Male,Food and beverages,35470.8,6,10641.24,223466.04,2019-01-23 00:00:00,2021-08-23 11:22:00,Card,212824.8,4.761904762,10641.24,4.0,2019,1,23,11
541,420-97-3340,A,Lagos,Normal,Female,Food and beverages,25804.800000000003,3,3870.72,81285.12,2019-03-28 00:00:00,2021-08-23 15:30:00,Card,77414.4,4.761904762,3870.72,9.2,2019,3,28,15
542,436-54-4512,A,Lagos,Member,Female,Food and beverages,32979.6,1,1648.98,34628.58,2019-03-20 00:00:00,2021-08-23 19:44:00,Cash,32979.6,4.761904762,1648.98,9.8,2019,3,20,19
543,816-57-2053,A,Lagos,Normal,Male,Sports and travel,21913.2,2,2191.32,46017.72,2019-03-09 00:00:00,2021-08-23 12:37:00,Epay,43826.4,4.761904762,2191.32,8.7,2019,3,9,12
544,856-66-2701,A,Lagos,Member,Male,Home and lifestyle,19188.0,3,2878.2,60442.2,2019-01-25 00:00:00,2021-08-23 14:19:00,Epay,57564.0,4.761904762,2878.2,7.5,2019,1,25,14
545,308-39-1707,A,Lagos,Normal,Female,Fashion accessories,4352.4,1,217.62,4570.02,2019-01-26 00:00:00,2021-08-23 18:19:00,Card,4352.4,4.761904762,217.62,8.2,2019,1,26,18
546,149-61-1929,A,Lagos,Normal,Male,Sports and travel,23108.4,10,11554.2,242638.2,2019-01-19 00:00:00,2021-08-23 14:08:00,Card,231084.0,4.761904762,11554.2,6.7,2019,1,19,14
547,655-07-2265,A,Lagos,Normal,Male,Electronic accessories,28191.6,3,4228.74,88803.54000000001,2019-03-05 00:00:00,2021-08-23 16:38:00,Epay,84574.8,4.761904762,4228.74,5.4,2019,3,5,16
548,589-02-8023,A,Lagos,Member,Male,Food and beverages,30157.2,2,3015.7200000000003,63330.12,2019-01-15 00:00:00,2021-08-23 10:54:00,Card,60314.4,4.761904762,3015.7200000000003,7.0,2019,1,15,10
549,610-46-4100,A,Lagos,Normal,Male,Health and beauty,10422.0,7,3647.7,76601.7,2019-03-03 00:00:00,2021-08-23 20:31:00,Card,72954.0,4.761904762,3647.7,6.0,2019,3,3,20
550,706-36-6154,A,Lagos,Member,Male,Home and lifestyle,6969.599999999999,9,3136.32,65862.72,2019-01-18 00:00:00,2021-08-23 18:43:00,Epay,62726.4,4.761904762,3136.32,8.7,2019,1,18,18
551,742-04-5161,A,Lagos,Member,Male,Home and lifestyle,26200.8,10,13100.4,275108.4,2019-02-03 00:00:00,2021-08-23 17:24:00,Cash,262008.0,4.761904762,13100.4,7.3,2019,2,3,17
552,169-52-4504,A,Lagos,Normal,Female,Electronic accessories,5648.4,3,847.26,17792.46,2019-03-14 00:00:00,2021-08-23 14:13:00,Card,16945.2,4.761904762,847.26,5.8,2019,3,14,14
553,562-12-5430,A,Lagos,Member,Female,Fashion accessories,31734.000000000004,3,4760.1,99962.1,2019-01-18 00:00:00,2021-08-23 10:11:00,Epay,95202.0,4.761904762,4760.1,7.9,2019,1,18,10
554,816-72-8853,A,Lagos,Member,Female,Sports and travel,10054.8,5,2513.7,52787.7,2019-01-29 00:00:00,2021-08-23 15:48:00,Cash,50274.0,4.761904762,2513.7,5.9,2019,1,29,15
555,491-38-3499,A,Lagos,Member,Male,Fashion accessories,19962.0,1,998.1,20960.1,2019-02-26 00:00:00,2021-08-23 17:46:00,Card,19962.0,4.761904762,998.1,4.9,2019,2,26,17
556,518-17-2983,A,Lagos,Normal,Female,Fashion accessories,17506.8,4,3501.36,73528.56,2019-02-04 00:00:00,2021-08-23 15:44:00,Epay,70027.2,4.761904762,3501.36,7.6,2019,2,4,15
557,588-47-8641,A,Lagos,Member,Male,Fashion accessories,20174.4,10,10087.2,211831.2,2019-01-14 00:00:00,2021-08-23 19:30:00,Epay,201744.0,4.761904762,10087.2,4.4,2019,1,14,19
558,811-03-8790,A,Lagos,Normal,Female,Electronic accessories,16372.8,10,8186.4,171914.4,2019-03-01 00:00:00,2021-08-23 10:22:00,Card,163728.0,4.761904762,8186.4,4.8,2019,3,1,10
559,274-05-5470,A,Lagos,Member,Female,Food and beverages,26449.2,4,5289.84,111086.64,2019-02-23 00:00:00,2021-08-23 18:30:00,Cash,105796.8,4.761904762,5289.84,6.0,2019,2,23,18
560,130-67-4723,A,Lagos,Member,Male,Food and beverages,17460.0,6,5238.0,109998.0,2019-01-11 00:00:00,2021-08-23 13:57:00,Epay,104760.0,4.761904762,5238.0,9.4,2019,1,11,13
561,105-10-6182,A,Lagos,Member,Male,Fashion accessories,7732.8,2,773.2800000000001,16238.88,2019-02-27 00:00:00,2021-08-23 12:22:00,Epay,15465.6,4.761904762,773.2800000000001,6.6,2019,2,27,12
562,648-83-1321,A,Lagos,Member,Male,Home and lifestyle,22881.6,10,11440.8,240256.8,2019-01-16 00:00:00,2021-08-23 17:59:00,Cash,228816.0,4.761904762,11440.8,4.3,2019,1,16,17
563,305-03-2383,A,Lagos,Normal,Female,Food and beverages,24156.0,3,3623.4,76091.40000000001,2019-02-15 00:00:00,2021-08-23 10:36:00,Cash,72468.0,4.761904762,3623.4,7.5,2019,2,15,10
564,689-05-1884,A,Lagos,Member,Male,Health and beauty,17506.8,10,8753.4,183821.4,2019-03-04 00:00:00,2021-08-23 12:44:00,Cash,175068.0,4.761904762,8753.4,8.8,2019,3,4,12
